"muni_idx","cve_ent","cve_mun","nomgeo"
2379,"31","057","Panabá"
2380,"31","028","Dzilam de Bravo"
2381,"31","062","Sacalum"
2382,"31","051","Mocochá"
2383,"31","040","Izamal"
2384,"31","085","Temozón"
2385,"31","104","Yaxcabá"
2386,"31","091","Tinum"
2387,"31","048","Maxcanú"
2388,"31","096","Tizimín"
2389,"31","099","Uayma"
2390,"31","005","Bokobá"
2391,"31","047","Maní"
2392,"31","046","Mama"
2393,"31","045","Kopomá"
2394,"31","044","Kinchil"
2395,"31","100","Ucú"
2396,"31","043","Kaua"
2397,"31","020","Chicxulub Pueblo"
2398,"31","067","Seyé"
2399,"31","075","Teabo"
2400,"31","004","Baca"
2401,"31","003","Akil"
2402,"31","022","Chikindzonot"
2403,"31","033","Halachó"
2404,"31","079","Tekax"
2405,"31","059","Progreso"
2406,"31","094","Tixméhuac"
2407,"31","084","Temax"
2408,"31","029","Dzilam González"
2409,"31","041","Kanasín"
2410,"31","038","Hunucmá"
2411,"31","030","Dzitás"
2412,"31","021","Chichimilá"
2413,"31","039","Ixil"
2414,"31","092","Tixcacalcupul"
2415,"31","018","Chapab"
2416,"31","017","Chankom"
2417,"31","024","Chumayel"
2418,"31","031","Dzoncauich"
2419,"31","011","Celestún"
2420,"31","008","Calotmul"
2421,"32","027","Melchor Ocampo"
2422,"32","019","Jalpa"
2423,"32","003","Atolinga"
2424,"32","058","Santa María de la Paz"
2425,"32","036","Ojocaliente"
2426,"32","035","Noria de Ángeles"
2427,"32","037","Pánuco"
2428,"32","040","Sain Alto"
2429,"32","033","Moyahua de Estrada"
2430,"32","020","Jerez"
2431,"32","010","Fresnillo"
2432,"32","034","Nochistlán de Mejía"
2433,"32","005","Calera"
2434,"32","045","Tepechitlán"
2435,"32","038","Pinos"
2436,"32","051","Villa de Cos"
2437,"32","050","Vetagrande"
2438,"32","049","Valparaíso"
2439,"32","048","Tlaltenango de Sánchez Román"
2440,"32","046","Tepetongo"
2441,"32","025","Luis Moya"
2442,"32","044","Tabasco"
2443,"32","043","Susticacán"
2444,"32","054","Villa Hidalgo"
2445,"32","042","Sombrerete"
2446,"32","041","El Salvador"
2447,"32","016","General Pánfilo Natera"
2448,"32","014","General Francisco R. Murguía"
2449,"32","013","General Enrique Estrada"
2450,"32","009","Chalchihuites"
2451,"32","017","Guadalupe"
2452,"32","057","Trancoso"
2453,"32","030","Momax"
2454,"32","032","Morelos"
2455,"32","056","Zacatecas"
2456,"32","018","Huanusco"
2457,"32","022","Juan Aldama"
2458,"32","002","Apulco"
2459,"32","001","Apozol"
2460,"32","015","El Plateado de Joaquín Amaro"
2461,"32","028","Mezquital del Oro"
2462,"32","026","Mazapil"
2463,"32","052","Villa García"
2464,"32","024","Loreto"
2465,"32","004","Benito Juárez"
2466,"32","029","Miguel Auza"
2467,"32","053","Villa González Ortega"
2468,"32","023","Juchipila"
2469,"32","039","Río Grande"
2470,"32","055","Villanueva"
2471,"32","031","Monte Escobedo"
2472,"32","021","Jiménez del Teul"
2473,"32","008","Cuauhtémoc"
2474,"32","007","Concepción del Oro"
2475,"32","047","Teúl de González Ortega"
2476,"32","012","Genaro Codina"
2477,"32","006","Cañitas de Felipe Pescador"
2478,"32","011","Trinidad García de la Cadena"
