"cve_ent","cve_mun","nomgeo","altitud_media_msnm","altitud_min_msnm","altitud_max_msnm","n_pixeles_dem"
"20","012","Candelaria Loxicha",668,143,1813,211
"20","028","Heroica Ciudad de Ejutla de Crespo",1654.1,1332,2803,403
"20","039","Heroica Ciudad de Huajuapan de León",1776.6,1485,2176,389
"20","064","Nejapa de Madero",893.5,279,2493,595
"20","066","Santiago Niltepec",84,5,743,666
"20","067","Oaxaca de Juárez",1813.5,1535,2966,110
"20","068","Ocotlán de Morelos",1555.3,1464,1983,151
"20","073","Putla Villa de Guerrero",1108.5,535,2649,496
"20","085","San Agustín Loxicha",1124.5,256,2291,412
"20","088","San Andrés Cabecera Nueva",1058.6,611,2467,316
"20","483","Santiago Suchilquitongo",1869.4,1640,2516,118
"20","486","Villa Tejúpam de la Unión",2286.2,2041,2606,175
"20","093","San Andrés Lagunas",2319.7,2136,2514,50
"20","113","San Baltazar Loxicha",760.4,133,1624,149
"20","487","Santiago Tenango",2022.9,1713,2439,140
"20","488","Santiago Tepetlapa",2140.7,2058,2429,21
"20","496","Santiago Xiacuí",2451.8,1827,2993,81
"20","509","Santo Domingo de Morelos",318.5,130,680,128
"20","557","Unión Hidalgo",13.7,7,20,145
"20","560","Villa Díaz Ordaz",2375.5,1274,3264,350
"20","038","Villa Hidalgo Yalálag",1394.7,837,1854,69
"20","238","Heroico San Martín de los Cansecos",1561.1,1508,1721,7
"21","180","Tlahuapan",2798,2373,3452,385
"21","080","Atlequizayan",868.4,574,1111,14
"21","087","Jolalpan",1133.4,674,1702,737
"21","088","Jonotla",454.3,98,945,37
"21","081","Ixcamilpa de Guerrero",1091.6,664,2046,372
"21","083","Ixtacamaxtitlán",2654.1,2000,3430,689
"21","197","Xicotepec",708.6,164,1509,384
"21","193","Tzicatlacoyan",2040.4,1672,2524,328
"21","192","Tuzamapan de Galeana",265.6,88,718,49
"21","215","Zongozotla",1357.9,846,1877,54
"21","191","Tulcingo",1300.1,1028,1753,331
"21","216","Zoquiapan",891.8,390,1275,21
"21","199","Xiutetelco",2552.4,1380,3034,179
"21","198","Xicotlán",1048.8,701,1412,251
"21","178","Tlacuilotepec",848.8,249,1934,213
"21","105","Ocotepec",2653.5,2357,3141,88
"21","132","San Martín Texmelucan",2278.6,2214,2419,103
"21","143","San Salvador el Verde",3135.2,2280,5076,144
"21","176","Tilapa",1293.4,1197,1456,94
"21","174","Teziutlán",1658.7,726,2342,118
"21","171","Tepeyahualco de Cuauhtémoc",1967.2,1932,2060,17
"21","103","Nicolás Bravo",2475.4,1880,2851,142
"21","102","Nealtican",2314.6,2218,2440,18
"21","142","San Salvador el Seco",2423,2347,2822,268
"21","101","Nauzontla",1453.8,1129,1743,29
"21","100","Naupan",1425.2,666,2158,82
"21","099","Cañada Morelos",2409,2112,2879,304
"21","098","Molcaxac",1884.1,1606,2276,195
"21","001","Acajete",2513.2,2277,3088,217
"21","182","Tlanepantla",1999.8,1975,2033,14
"21","201","Xochiltepec",1437.5,1338,1667,71
"21","110","Palmar de Bravo",2332.6,2147,2734,441
"21","109","Pahuatlán",1334.9,593,1929,130
"21","067","Guadalupe Victoria",2473.1,2334,3328,296
"21","147","Santa Inés Ahuatempan",1731.9,1336,1851,363
"21","204","Yaonáhuac",1332.3,673,1852,43
"21","108","Oriental",2380.4,2333,2795,299
"21","066","Guadalupe",1155.8,1010,1394,191
"21","167","Tepetzintla",1743.7,1087,2408,91
"21","166","Tepeojuma",1530.9,1366,1789,166
"21","065","General Felipe Ángeles",2342.2,2147,2797,122
"21","181","Tlaltenango",2209.4,2190,2239,25
"21","064","Francisco Z. Mena",201.3,72,419,538
"21","148","Santa Isabel Cholula",2061.2,1921,2175,33
"21","063","Esperanza",2509.9,2400,2769,104
"21","217","Zoquitlán",1717.7,99,2837,338
"21","207","Zacapoaxtla",1977.7,1076,2651,224
"21","214","Zinacatepec",1167.7,1049,1604,85
"21","059","Chinantla",1227,1076,1460,108
"21","058","Chilchotla",2811.6,2004,3795,174
"21","057","Honey",2036.5,1150,2397,70
"21","056","Chila de la Sal",1057.8,797,1317,165
"21","107","Olintla",556.1,197,1055,83
"21","106","Ocoyucan",2102.8,1837,2405,150
"21","055","Chila",1716.8,1523,1918,151
"21","200","Xochiapulco",1827.3,1435,2436,72
"21","051","Chietla",1222.6,981,1908,413
"21","050","Chichiquila",1869.3,1056,2610,134
"21","096","Mazapiltepec de Juárez",2368.6,2352,2541,64
"21","095","La Magdalena Tlatlauquitepec",1475,1346,1627,15
"21","094","Libres",2542.3,2337,3239,340
"21","093","Lafragua",2907.9,2424,3824,213
"21","092","Juan N. Méndez",2136.6,1797,2594,277
"21","091","Juan Galindo",1342.5,917,1670,35
"21","208","Zacatlán",2222.4,978,2728,584
"21","090","Juan C. Bonilla",2206.7,2177,2233,33
"21","037","Coyotepec",1942.1,1708,2217,170
"21","035","Coxcatlán",1440.3,854,2651,301
"21","034","Coronango",2192.8,2182,2206,49
"21","033","Cohuecan",1611.3,1342,1887,53
"21","032","Cohetzala",1166.4,692,1899,306
"21","031","Coatzingo",1261.3,1120,1454,144
"21","030","Coatepec",781.7,491,1013,13
"21","029","Caxhuacan",530.3,321,699,15
"21","028","Camocuautla",1034.6,672,1361,21
"21","020","Atoyatempan",1922.9,1850,1973,29
"21","077","Hueytlalpan",901.5,460,1267,61
"21","074","Huejotzingo",2506.6,2205,4869,205
"21","022","Atzitzihuacán",1960.1,1564,2386,157
"21","025","Ayotoxco de Guerrero",285.1,102,635,130
"21","177","Tlacotepec de Benito Juárez",2100.5,1853,2908,475
"21","075","Hueyapan",1223,301,1952,100
"21","078","Huitzilan de Serdán",1258.3,730,2094,81
"21","079","Huitziltepec",1990.7,1866,2218,61
"21","187","Tlaxco",951.1,466,1595,67
"21","188","Tochimilco",2664.5,1832,5164,269
"21","189","Tochtepec",2004.3,1951,2164,132
"21","190","Totoltepec de Guerrero",1640.3,1335,2008,189
"21","194","Venustiano Carranza",261.4,78,485,401
"21","184","Tlapacoya",987.7,463,1620,71
"21","185","Tlapanalá",1429.4,1307,1595,112
"21","082","Ixcaquixtla",1921.5,1841,2181,135
"21","085","Izúcar de Matamoros",1295.5,1027,1922,646
"21","104","Nopalucan",2453.7,2351,2699,206
"21","122","San Felipe Teotlalcingo",2613,2341,3500,48
"21","123","San Felipe Tepatlán",742.4,402,1215,58
"21","012","Aljojuca",2491.8,2422,2566,64
"21","013","Altepexi",1244.2,1152,1333,57
"21","007","Ahuatlán",1327.4,1062,1599,231
"21","011","Albino Zertuche",1348.5,1136,1696,92
"21","018","Atexcal",1981.1,1598,2550,401
"21","054","Chignautla",2654.9,1789,3089,184
"21","127","San Jerónimo Xayacatlán",1464.2,1264,1856,168
"21","129","San José Miahuatlán",1357.9,905,2398,415
"21","130","San Juan Atenco",2462.6,2420,2768,116
"21","213","Zihuateutla",579.8,184,1217,221
"21","124","San Gabriel Chilac",1536.9,1207,2382,145
"21","169","Tepexi de Rodríguez",1768.7,1375,2042,479
"21","159","Teopantlán",1630.8,1209,2244,294
"21","156","Tehuacán",1928.2,1316,2834,674
"21","155","Tecomatlán",1084.1,908,1429,180
"21","154","Tecamachalco",2080,1970,2714,228
"21","172","Tetela de Ocampo",2162.9,1378,3170,414
"21","179","Tlachichuca",2988.2,2280,5175,534
"21","153","Tecali de Herrera",2086.4,1822,2383,220
"21","151","Santo Tomás Hueyotlipan",2038.8,2016,2063,20
"21","121","San Diego la Mesa Tochimiltzingo",1744.2,1416,2070,163
"21","202","Xochitlán de Vicente Suárez",1277.9,592,2078,92
"21","203","Xochitlán Todos Santos",1989,1847,2324,207
"21","073","Huehuetlán el Chico",1034.9,894,1336,166
"21","097","Mixtla",2083.9,2057,2126,8
"21","036","Coyomeapan",2095.1,539,3083,280
"21","044","Cuyoaco",2505.3,2351,2976,371
"21","060","Domingo Arenas",2386.1,2281,2485,23
"21","061","Eloxochitlán",1261.9,92,2237,117
"21","062","Epatlán",1396.6,1311,1599,68
"21","068","Hermenegildo Galeana",582.9,219,1213,58
"21","072","Huehuetla",554.9,283,903,56
"21","160","Teotlalco",1259,957,1790,175
"21","161","Tepanco de López",1947.9,1699,2735,282
"21","024","Axutla",1096.8,850,1517,222
"21","186","Tlatlauquitepec",1942.9,254,2935,332
"21","170","Tepeyahualco",2445,2304,3047,547
"21","196","Xayacatlán de Bravo",1507,1230,1811,80
"21","117","Rafael Lara Grajales",2392.5,2385,2400,2
"21","017","Atempan",2211.1,1965,2668,57
"21","019","Atlixco",1958.9,1668,2967,363
"21","173","Teteles de Ávila Castillo",1923.6,1872,1972,12
"21","175","Tianguismanalco",2362.8,1909,3421,169
"21","052","Chigmecatitlán",1477.5,1249,1580,33
"21","069","Huaquechula",1621.9,1349,2004,280
"21","168","Tepexco",1357.3,1107,1672,152
"21","157","Tehuitzingo",1182.5,935,1750,615
"21","162","Tepango de Rodríguez",1373.2,692,1801,31
"21","209","Zapotitlán",1872.7,1413,2449,517
"21","118","Los Reyes de Juárez",2170.3,2059,2251,38
"21","119","San Andrés Cholula",2129.9,2090,2158,72
"21","120","San Antonio Cañada",2181.2,1415,2899,100
"21","125","San Gregorio Atzompa",2154.3,2134,2211,13
"21","126","San Jerónimo Tecuanipan",2182.5,2121,2429,58
"21","128","San José Chiapa",2370,2346,2444,214
"21","158","Tenampulco",147.5,50,345,182
"21","053","Chignahuapan",2650.4,2046,3311,958
"21","002","Acateno",235.4,71,498,215
"21","003","Acatlán",1343.1,941,1836,758
"21","004","Acatzingo",2233.4,2092,2601,172
"21","005","Acteopan",1758.7,1445,2020,92
"21","006","Ahuacatlán",1481.5,778,2201,122
"21","008","Ahuazotepec",2247.3,2145,2450,73
"21","133","San Martín Totoltepec",1429,1427,1431,2
"21","134","San Matías Tlalancaleca",2406,2318,2514,71
"21","135","San Miguel Ixitlán",1815.6,1556,2251,95
"21","137","San Nicolás Buenos Aires",2460.3,2356,3277,253
"21","138","San Nicolás de los Ranchos",3165,2432,4930,208
"21","139","San Pablo Anicano",1262.2,1099,1554,109
"21","140","San Pedro Cholula",2187.2,2141,2292,93
"21","141","San Pedro Yeloixtlahuaca",1376.2,1099,1871,215
"21","205","Yehualtepec",2080.9,1960,2536,158
"21","023","Atzitzintla",3065.7,2529,4558,160
"21","116","Quimixtlán",2066.7,1040,3198,216
"21","115","Quecholac",2327.8,2094,2886,236
"21","114","Puebla",2234.6,1901,3767,670
"21","144","San Salvador Huixcolotla",2049.2,2012,2081,30
"21","145","San Sebastián Tlacotepec",748.4,71,2798,280
"21","146","Santa Catarina Tlaltempan",1415,1186,1560,56
"21","149","Santiago Miahuatlán",1949.3,1687,2722,122
"21","150","Huehuetlán el Grande",1581.7,1249,2111,237
"21","010","Ajalpan",1977.9,1078,2849,470
"21","014","Amixtlán",1088.2,418,1647,61
"21","015","Amozoc",2366.6,2186,2711,166
"21","016","Aquixtla",2482.5,1870,3127,221
"21","021","Atzala",1177.3,1154,1206,15
"21","026","Calpan",2509.5,2238,3045,88
"21","027","Caltepec",1985,1273,2561,478
"21","165","Tepemaxalco",1756.7,1508,1920,27
"21","152","Soltepec",2439.2,2266,2860,144
"21","206","Zacapala",1513.3,1142,2072,285
"21","211","Zaragoza",2393.7,2272,2564,39
"21","212","Zautla",2282.2,1759,2986,338
"21","163","Tepatlaxco de Hidalgo",2832.4,2343,3840,83
"21","049","Chiconcuautla",1574.8,932,2505,100
"21","048","Chiautzingo",2688.6,2310,3505,100
"21","047","Chiautla",1158.8,790,1811,994
"21","195","Vicente Guerrero",2472.2,1832,2871,318
"21","164","Tepeaca",2309.7,2067,2829,274
"21","046","Chapulco",2179.5,1913,2539,106
"21","210","Zapotitlán de Méndez",875.7,631,1302,26
"21","136","San Miguel Xoxtla",2191,2187,2193,7
"21","045","Chalchicomula de Sesma",2747.3,2391,5469,473
"21","043","Cuetzalan del Progreso",777.3,138,1589,249
"21","084","Ixtepec",810.5,479,1067,30
"21","086","Jalpan",469.7,152,937,244
"21","042","Cuayuca de Andrade",1304,1038,1733,250
"21","113","Piaxtla",1150.1,893,1576,270
"21","131","San Juan Atzompa",1686.9,1594,1913,30
"21","089","Jopala",543.5,198,1233,219
"21","041","Cuautlancingo",2174,2128,2210,47
"21","040","Cuautinchán",2212.1,2015,2507,212
"21","039","Cuautempan",1704.4,1139,2499,75
"21","038","Cuapiaxtla de Madero",2071.5,2024,2167,27
"21","112","Petlalcingo",1468.3,1228,1874,298
"21","009","Ahuehuetitla",1378.8,1147,1781,99
"21","076","Hueytamalco",536.4,95,1867,393
"21","183","Tlaola",1148.3,596,1600,175
"21","071","Huauchinango",1745.3,647,2644,321
"21","070","Huatlatlauca",1529.6,1191,1920,211
"21","111","Pantepec",273.3,129,611,284
"22","002","Pinal de Amoles",1741.3,763,3054,890
"22","010","Landa de Matamoros",1496.2,329,2677,914
"22","006","Corregidora",1987.9,1797,2194,297
"22","003","Arroyo Seco",1234.5,464,2624,928
"22","011","El Marqués",2070.9,1856,2812,922
"22","012","Pedro Escobedo",2029.9,1894,2608,399
"22","015","San Joaquín",1709.3,801,2517,342
"22","016","San Juan del Río",2100.4,1891,2595,971
"22","017","Tequisquiapan",1972.8,1872,2498,450
"22","018","Tolimán",1906.8,1420,2742,866
"22","007","Ezequiel Montes",2028.7,1804,2425,392
"22","001","Amealco de Bonfil",2472.3,2139,3175,885
"22","014","Querétaro",2050.3,1796,2671,864
"22","005","Colón",2109.2,1786,3299,1007
"22","004","Cadereyta de Montes",2008.5,884,3151,1682
"22","013","Peñamiller",1761.3,1246,2960,866
"22","008","Huimilpan",2252.7,1925,2732,491
"22","009","Jalpan de Serra",1067.2,201,2306,1470
"23","001","Cozumel",9.9,0,24,598
"23","003","Isla Mujeres",8.1,0,20,1095
"23","002","Felipe Carrillo Puerto",19.9,-5,74,15913
"23","005","Benito Juárez",11.6,-7,20,1142
"23","004","Othón P. Blanco",61.6,-10,217,10461
"23","011","Puerto Morelos",14.5,-2,25,1310
"23","008","Solidaridad",19.4,0,32,2491
"23","010","Bacalar",46.6,0,199,7528
"23","007","Lázaro Cárdenas",16.7,-2,34,4513
"23","006","José María Morelos",69.8,4,159,6047
"23","009","Tulum",20.8,-2,32,2496
"24","050","Villa de Reyes",2018.9,1769,2844,1276
"24","052","Villa Juárez",1163,1048,1660,824
"24","053","Axtla de Terrazas",142.4,65,702,250
"24","054","Xilitla",1102.1,98,2437,503
"24","055","Zaragoza",2086.9,1629,2602,775
"24","048","Villa de la Paz",2133.9,1639,2906,179
"24","015","Charcas",2134.7,1824,2715,2704
"24","013","Ciudad Valles",254.7,31,803,3062
"24","009","Cerro de San Pedro",2072.3,1842,2326,151
"24","043","Tierra Nueva",1855.6,1403,2361,619
"24","042","Tanquián de Escobedo",63.4,37,169,189
"24","012","Tancanhuitz",163.9,41,618,171
"24","011","Ciudad Fernández",1212.2,991,2405,651
"24","010","Ciudad del Maíz",1200.4,550,1873,3981
"24","008","Cerritos",1351.4,1111,2179,1203
"24","007","Cedral",1871.5,1584,2401,1518
"24","035","Soledad de Graciano Sánchez",1872.3,1720,2256,380
"24","041","Tanlajás",89.7,29,336,460
"24","040","Tamuín",53.9,12,626,2322
"24","039","Tampamolón Corona",113.1,50,371,332
"24","038","Tampacán",152.8,63,403,232
"24","037","Tamazunchale",357.8,96,1210,437
"24","036","Tamasopo",686.8,166,1710,1657
"24","006","Catorce",2050,1746,3086,2490
"24","028","San Luis Potosí",1932.4,1621,2751,1694
"24","031","Santa Catarina",663.4,252,1363,805
"24","030","San Nicolás Tolentino",1495.5,1117,2117,879
"24","029","San Martín Chalchicuautla",155.4,55,478,511
"24","026","San Antonio",213.6,72,383,122
"24","005","Cárdenas",1217.7,994,1525,493
"24","024","Rioverde",1200.6,810,2416,3842
"24","023","Rayón",1101.8,501,1526,984
"24","022","Moctezuma",1883.9,1603,2491,1648
"24","021","Mexquitic de Carmona",2049.3,1774,2540,1095
"24","017","Guadalcázar",1464.4,1052,2411,4735
"24","016","Ebano",37.7,0,83,874
"24","014","Coxcatlán",243.6,86,513,114
"24","033","Santo Domingo",2107.4,1905,2640,5515
"24","001","Ahualulco del Sonido 13",2090.1,1765,2475,975
"24","057","Matlapa",348.8,91,1037,155
"24","051","Villa Hidalgo",1738.8,1356,2502,1895
"24","058","El Naranjo",606.8,235,1327,1036
"24","032","Santa María del Río",1920.8,1204,2533,2139
"24","027","San Ciro de Acosta",1285.6,719,1968,788
"24","025","Salinas",2091.2,1949,2594,2168
"24","056","Villa de Arista",1688.9,1531,2150,748
"24","047","Villa de Guadalupe",1736,1316,2775,2432
"24","059","Villa de Pozos",1882.1,1839,2051,196
"24","034","San Vicente Tancuayalab",43.8,16,216,657
"24","002","Alaquines",1314.7,567,1739,745
"24","003","Aquismón",458.1,38,1409,997
"24","004","Armadillo de los Infante",1851.1,1513,2432,788
"24","046","Villa de Arriaga",2216.8,2084,2821,1106
"24","018","Huehuetlán",268,91,538,85
"24","019","Lagunillas",1041.1,515,1486,691
"24","020","Matehuala",1587.5,1320,2449,1645
"24","044","Vanegas",1829.4,1697,2442,3580
"24","045","Venado",1902.3,1615,2632,1648
"24","049","Villa de Ramos",2098,1952,2298,3157
"25","010","El Fuerte",162.6,5,853,5310
"25","008","Elota",141.4,0,1104,2086
"25","016","San Ignacio",636.4,0,2708,6440
"25","018","Navolato",10.3,0,456,2640
"25","003","Badiraguato",867.5,93,2730,6246
"25","014","Rosario",297.3,-5,1927,3323
"25","001","Ahome",16.7,-9,490,3915
"25","002","Angostura",17.5,-4,344,1736
"25","020","Juan José Ríos",24.3,-2,283,922
"25","019","Eldorado",8.7,0,33,705
"25","009","Escuinapa",97.4,-11,683,1873
"25","004","Concordia",568.9,19,2414,2748
"25","005","Cosalá",412.5,77,1623,2788
"25","012","Mazatlán",227.5,-1,2473,3214
"25","007","Choix",587.5,96,2173,4235
"25","013","Mocorito",215.9,10,2001,3626
"25","015","Salvador Alvarado",72.2,3,450,1014
"25","006","Culiacán",172.8,0,1686,7070
"25","017","Sinaloa",438,20,2040,8171
"25","011","Guasave",14.1,-2,63,3116
"26","066","Ures",601.7,319,1485,4152
"26","038","Moctezuma",927.9,512,2208,2526
"26","033","Huatabampo",21.2,0,142,2296
"26","056","San Miguel de Horcasitas",446.8,307,741,1496
"26","031","Huachinera",1530.9,1053,2505,1622
"26","032","Huásabas",1024.4,533,2185,1117
"26","070","General Plutarco Elías Calles",384.5,166,1156,5016
"26","064","Trincheras",678.9,383,1268,4052
"26","062","Suaqui Grande",385.3,123,788,1189
"26","052","Sahuaripa",1067.5,364,2269,6671
"26","051","Rosario",630.8,115,2085,4634
"26","037","Mazatán",553.6,433,1193,909
"26","021","La Colorada",431,174,980,5499
"26","041","Nacozari de García",1285.7,748,2324,2333
"26","043","Nogales",1301.3,879,2144,2417
"26","034","Huépac",987.1,604,1862,565
"26","016","Benjamín Hill",749,571,1191,1928
"26","014","Baviácora",819.7,470,1602,1122
"26","015","Bavispe",1397,813,2386,2331
"26","069","Yécora",1331.7,439,2153,3546
"26","009","Bacanora",883.3,327,1756,1501
"26","029","Guaymas",195,-5,1016,10407
"26","002","Agua Prieta",1363.8,800,2334,5363
"26","057","San Pedro de la Cueva",689.9,288,1725,2977
"26","055","San Luis Río Colorado",83.4,-9,682,12139
"26","024","Divisaderos",931.8,436,1581,519
"26","023","Cumpas",1031.4,683,1807,2706
"26","001","Aconchi",964.4,563,2058,508
"26","003","Álamos",455.6,48,1994,8419
"26","030","Hermosillo",181.9,-10,1006,22489
"26","022","Cucurpe",1135.5,784,1929,2142
"26","025","Empalme",30.6,-4,131,771
"26","027","Fronteras",1383.6,831,2495,3573
"26","005","Arivechi",1080.6,472,1861,971
"26","006","Arizpe",1188.9,718,2099,4141
"26","035","Imuris",1263,792,2295,2919
"26","068","Villa Pesqueira",760,531,1490,1493
"26","046","Oquitoa",612.1,433,1440,1242
"26","026","Etchojoa",18.9,0,81,1211
"26","049","Quiriego",391.2,89,1907,4970
"26","071","Benito Juárez",16.6,-1,44,422
"26","004","Altar",708.8,348,1565,6059
"26","063","Tepache",772.8,434,1548,1036
"26","028","Granados",810,471,1811,486
"26","048","Puerto Peñasco",168.2,-2,1030,8372
"26","017","Caborca",294.4,-1,1202,14476
"26","012","Bácum",152.4,-1,976,2085
"26","044","Ónavas",476.2,144,1149,711
"26","036","Magdalena",926.4,716,1709,1665
"26","013","Banámichi",1030.2,638,1728,1078
"26","010","Bacerac",1597,1004,2501,1809
"26","050","Rayón",769.5,472,1654,1180
"26","072","San Ignacio Río Muerto",4.3,-4,20,1586
"26","061","Soyopa",585,176,1645,2290
"26","011","Bacoachi",1282.3,953,1959,1668
"26","018","Cajeme",153.7,-2,972,6435
"26","047","Pitiquito",445.9,-4,1136,13199
"26","019","Cananea",1506.3,1171,2363,3159
"26","020","Carbó",612.9,384,1131,3472
"26","053","San Felipe de Jesús",1008.5,599,1695,202
"26","042","Navojoa",88.5,11,486,3663
"26","008","Bacadéhuachi",1148.6,430,2369,1429
"26","060","Sáric",992.8,699,1311,1831
"26","039","Naco",1467.7,1229,2315,1686
"26","059","Santa Cruz",1476.3,1156,2054,1364
"26","040","Nácori Chico",1296.6,472,2534,3816
"26","067","Villa Hidalgo",1088.1,586,2044,1991
"26","065","Tubutama",825.6,600,1602,2339
"26","007","Atil",680,531,1010,408
"26","045","Opodepe",862.6,563,1831,2994
"26","054","San Javier",623.2,334,1298,707
"26","058","Santa Ana",812.7,606,1556,2000
"27","006","Cunduacán",15,6,26,739
"27","001","Balancán",32.8,0,92,4367
"27","016","Teapa",56.9,9,831,504
"27","015","Tacotalpa",100.1,12,854,897
"27","014","Paraíso",8.1,-3,21,430
"27","012","Macuspana",14.8,-8,323,2975
"27","002","Cárdenas",11.8,0,30,2304
"27","003","Centla",1.4,-12,18,3280
"27","004","Centro",8.7,-7,68,2099
"27","005","Comalcalco",8.5,0,22,929
"27","007","Emiliano Zapata",20.5,-2,181,727
"27","008","Huimanguillo",39.1,-5,977,4568
"27","009","Jalapa",15.9,4,45,735
"27","010","Jalpa de Méndez",7,0,16,445
"27","011","Jonuta",3.1,-4,12,2021
"27","013","Nacajuca",4.6,-6,11,668
"27","017","Tenosique",82.1,2,578,2280
"28","003","Altamira",28.9,-7,236,2081
"28","041","Victoria",642.5,210,1935,1872
"28","010","Cruillas",234.2,57,914,2431
"28","024","Mier",107.1,56,164,1196
"28","015","Gustavo Díaz Ordaz",62.1,38,112,567
"28","025","Miguel Alemán",91,54,137,835
"28","040","Valle Hermoso",16.6,9,27,1180
"28","023","Méndez",113.8,23,291,3278
"28","031","Palmillas",1693.3,1015,2783,613
"28","039","Tula",1334.3,718,2657,3896
"28","038","Tampico",9.3,-3,35,141
"28","037","Soto la Marina",124.5,-1,944,8133
"28","007","Camargo",77.3,42,133,1188
"28","005","Burgos",239.5,88,697,2443
"28","032","Reynosa",87.4,29,222,4042
"28","033","Río Bravo",27.3,11,48,2044
"28","029","Ocampo",490.4,124,1798,1882
"28","030","Padilla",158.8,112,317,1720
"28","034","San Carlos",427.3,154,1627,3733
"28","035","San Fernando",37,-1,203,7491
"28","022","Matamoros",8.1,0,26,4985
"28","036","San Nicolás",677.4,390,968,697
"28","028","Nuevo Morelos",327.3,202,709,385
"28","021","El Mante",84.5,8,774,2058
"28","011","Gómez Farías",799.7,67,2254,930
"28","012","González",116.3,-8,1051,4133
"28","027","Nuevo Laredo",160.1,107,242,1583
"28","013","Güémez",423.7,139,2781,1561
"28","004","Antiguo Morelos",307.3,135,826,739
"28","006","Bustamante",1800.8,1144,2829,1851
"28","016","Hidalgo",460.1,177,2110,2728
"28","019","Llera",401,140,2108,3278
"28","017","Jaumave",1328.8,268,2927,3384
"28","020","Mainero",531.5,287,1626,473
"28","008","Casas",411,66,1308,3825
"28","043","Xicoténcatl",129.2,57,410,1090
"28","042","Villagrán",348.4,245,1560,1645
"28","014","Guerrero",123,77,190,3163
"28","009","Ciudad Madero",8.8,0,32,59
"28","026","Miquihuana",2251.3,1366,3312,1125
"28","001","Abasolo",113.4,32,409,2355
"28","002","Aldama",167.9,0,961,4707
"28","018","Jiménez",193.3,76,561,2134
"29","019","Tepetitla de Lardizábal",2231.6,2215,2289,27
"29","045","Benito Juárez",2515.6,2505,2534,31
"29","047","Lázaro Cárdenas",2536.3,2479,2612,33
"29","033","Tlaxcala",2298.7,2222,2474,69
"29","059","Santa Cruz Quilehtla",2312.6,2237,2374,9
"29","004","Atltzayanca",2613.9,2408,3348,234
"29","054","San Lorenzo Axocomanitla",2202.7,2192,2217,3
"29","042","Xicohtzinco",2194.5,2182,2216,8
"29","044","Zacatelco",2194.5,2183,2223,42
"29","053","San Juan Huactzinco",2223.6,2200,2253,5
"29","008","Cuapiaxtla",2456.8,2384,2599,103
"29","029","Tepeyanco",2270.8,2227,2350,26
"29","046","Emiliano Zapata",2729.4,2318,3292,61
"29","025","San Pablo del Monte",2476.9,2234,2768,72
"29","058","Santa Catarina Ayometla",2257.8,2223,2315,15
"29","014","Hueyotlipan",2584.9,2474,2806,221
"29","028","Teolocholco",2851.9,2290,4095,92
"29","040","Xaltocan",2512,2399,2622,127
"29","060","Santa Isabel Xiloxoxtla",2301.8,2282,2320,5
"29","015","Ixtacuixtla de Mariano Matamoros",2386.3,2213,2659,192
"29","057","Santa Apolonia Teacalco",2246,2198,2349,8
"29","056","Santa Ana Nopalucan",2217.1,2213,2229,11
"29","051","San Jerónimo Zacualpan",2250,2199,2308,4
"29","041","Papalotla de Xicohténcatl",2290.1,2189,2452,30
"29","038","Tzompantepec",2471.4,2382,2570,49
"29","023","Natívitas",2217.3,2192,2313,73
"29","020","Sanctórum de Lázaro Cárdenas",2640.5,2504,2911,127
"29","017","Mazatecochco de José María Morelos",2430.4,2322,2571,17
"29","022","Acuamanala de Miguel Hidalgo",2436.6,2296,2640,18
"29","001","Amaxac de Guerrero",2341.4,2299,2509,13
"29","006","Calpulalpan",2713.2,2500,3427,316
"29","016","Ixtenco",2575.9,2432,2948,50
"29","049","San Damián Texóloc",2221.3,2210,2262,10
"29","043","Yauhquemehcan",2423,2350,2518,47
"29","013","Huamantla",2639.8,2394,4153,444
"29","002","Apetatitlán de Antonio Carvajal",2342.9,2268,2462,18
"29","005","Apizaco",2439.7,2394,2517,49
"29","018","Contla de Juan Cuamatzi",2465.9,2293,2726,29
"29","003","Atlangatepec",2550.1,2476,2813,131
"29","011","Muñoz de Domingo Arenas",2509.3,2469,2586,54
"29","009","Cuaxomulco",2502.8,2383,2615,18
"29","010","Chiautempan",2559.2,2286,2970,90
"29","007","El Carmen Tequexquitla",2429.1,2349,2734,75
"29","021","Nanacamilpa de Mariano Arista",2798.1,2588,3298,134
"29","012","Españita",2592.7,2330,2915,177
"29","031","Tetla de la Solidaridad",2549.4,2421,2870,209
"29","032","Tetlatlahuca",2236.3,2190,2330,37
"29","034","Tlaxco",2710.3,2492,3420,705
"29","035","Tocatlán",2533,2498,2575,12
"29","030","Terrenate",2715.7,2488,3330,197
"29","026","Santa Cruz Tlaxcala",2415.2,2329,2550,33
"29","050","San Francisco Tetlanohcan",3058.9,2408,3999,48
"29","052","San José Teacalco",2727.4,2540,3035,51
"29","027","Tenancingo",2288,2205,2385,15
"29","055","San Lucas Tecopilco",2536.3,2467,2617,39
"29","024","Panotla",2423.2,2214,2680,76
"29","037","Ziltlaltépec de Trinidad Sánchez Santos",2691.8,2433,3237,96
"29","048","La Magdalena Tlaltelulco",2347.2,2301,2405,12
"29","039","Xaloztoc",2497,2445,2608,55
"29","036","Totolac",2308,2219,2541,18
"30","162","Tenampa",833.7,439,1172,87
"30","169","José Azueta",35.5,4,109,673
"30","185","Tlilapan",1338.8,1168,1630,17
